annotation_id,question_id,prompt_id,split,question_type,difficulty,fact_type,label,binary_label,span_text,token_count,token_start_position,token_end_position,mean_token_nll,mean_token_entropy,max_token_entropy,mean_top2_margin,min_top2_margin,one_minus_mean_top2_margin,one_minus_min_top2_margin,mean_spilled_energy_delta,negative_mean_spilled_energy_delta,mean_spilled_energy_abs_delta,max_spilled_energy_abs_delta,mean_selected_step_energy_gap,max_selected_step_energy_gap,mean_spilled_probability_mass_after_top1,mean_spilled_probability_mass_after_top2,mean_token_logprob,mean_token_energy,mean_marginal_energy
ann_full100_draft_q_0025_001,q_0025,p_0025,dev,top_product_month,medium,month,correct_key_fact,0,August 2011,6,9,15,5e-06,6.7e-05,0.000332,0.999993,0.999966,6.99999999998e-06,3.4e-05,-0.899859,0.899859,3.441526,8.149158,4e-06,2.3e-05,5e-06,3e-06,-5e-06,-34.4375,-33.537641
ann_full100_draft_q_0025_002,q_0025,p_0025,dev,top_product_month,medium,product_name,hallucinated_key_fact,1,JUMBO BAG APPLES,7,17,24,0.227149,0.32383,1.17129,0.775717,0.158889,0.224283,0.841111,0.579775,-0.579775,7.134569,11.822924,0.227152,1.052076,0.129723,0.035163,-0.227149,-28.589286,-29.169061
ann_full100_draft_q_0025_003,q_0025,p_0025,dev,top_product_month,medium,product_stock_code,correct_key_fact,0,85099B,6,31,37,0.064731,0.10686,0.637859,0.892903,0.357922,0.107097,0.642078,-0.453053,0.453053,3.744752,6.218613,0.064731,0.388086,0.053658,0.000218,-0.064731,-32.395833,-31.942781
ann_full100_draft_q_0025_004,q_0025,p_0025,dev,top_product_month,medium,product_name,hallucinated_key_fact,1,JUMBO BAG APPLES,7,43,50,0.000552,0.004817,0.016054,0.999122,0.99685,0.000878,0.00315,-0.106696,0.106696,3.49959,5.498102,0.000552,0.001898,0.000551,0.000225,-0.000552,-30.928571,-30.821876
ann_full100_draft_q_0025_005,q_0025,p_0025,dev,top_product_month,medium,currency_amount,hallucinated_key_fact,1,"GBP 6,204.89",10,57,67,0.037151,0.094508,0.583099,0.938735,0.462079,0.061265,0.537921,-0.215401,0.215401,2.490471,7.85845,0.037152,0.313343,0.032618,0.00397,-0.037151,-30.2375,-30.022099
ann_full100_draft_q_0025_006,q_0025,p_0025,dev,top_product_month,medium,ranking,hallucinated_key_fact,1,ranked 2nd,4,70,74,0.544844,0.956578,1.388866,0.534201,0.230141,0.465799,0.769859,0.481708,-0.481708,2.184101,4.628826,0.544847,1.327791,0.298325,0.130851,-0.544844,-23.34375,-23.825458
ann_full100_draft_q_0038_001,q_0038,p_0038,dev,country_comparison_month,medium,month,correct_key_fact,0,September 2011,6,1,7,1.8e-05,0.000227,0.001295,0.999976,0.999861,2.4e-05,0.000139,-0.229165,0.229165,3.854165,7.749996,1.8e-05,0.000103,1.8e-05,1.2e-05,-1.8e-05,-35.583333,-35.354168
ann_full100_draft_q_0038_002,q_0038,p_0038,dev,country_comparison_month,medium,country,hallucinated_key_fact,1,Germany,1,8,9,0.700464,1.021541,1.021541,0.155216,0.155216,0.844784,0.844784,0.793505,-0.793505,0.793505,0.793505,0.700466,0.700466,0.503645,0.162505,-0.700464,-23.625,-24.418505
ann_full100_draft_q_0038_003,q_0038,p_0038,dev,country_comparison_month,medium,comparison_direction,hallucinated_key_fact,1,generated more net revenue,4,9,13,0.040308,0.167859,0.416346,0.930539,0.796775,0.069461,0.203225,0.042927,-0.042927,5.203436,10.321018,0.040308,0.115807,0.038461,0.007461,-0.040308,-27.71875,-27.761677
ann_full100_draft_q_0038_004,q_0038,p_0038,dev,country_comparison_month,medium,currency_amount,correct_key_fact,0,17708.56 GBP,9,14,23,0.04385,0.120121,0.569201,0.923429,0.50904,0.076571,0.49096,0.160961,-0.160961,3.523287,6.987043,0.04385,0.282701,0.039431,0.002291,-0.04385,-29.513889,-29.67485
ann_full100_draft_q_0038_005,q_0038,p_0038,dev,country_comparison_month,medium,currency_amount,correct_key_fact,0,23198.87 GBP,9,28,37,8.9e-05,0.000841,0.005421,0.999832,0.998736,0.000168,0.001264,-0.509449,0.509449,3.120565,7.960735,8.9e-05,0.000637,8.9e-05,1.1e-05,-8.9e-05,-32.083333,-31.573884
ann_full100_draft_q_0038_006,q_0038,p_0038,dev,country_comparison_month,medium,currency_amount,hallucinated_key_fact,1,"5,899.99 GBP",9,47,56,0.468528,0.97247,1.919234,0.578465,0.089053,0.421535,0.910947,0.106976,-0.106976,3.448047,6.069517,0.468535,1.019913,0.305131,0.188726,-0.468528,-23.083333,-23.190309
ann_full100_draft_q_0054_001,q_0054,p_0054,test,monthly_revenue_change,hard,month,correct_key_fact,0,May 2011,6,1,7,0.007782,0.033969,0.17642,0.984947,0.915654,0.015053,0.084346,0.361857,-0.361857,2.277539,4.375004,0.007782,0.043184,0.007627,0.000202,-0.007782,-32.625,-32.986857
ann_full100_draft_q_0054_002,q_0054,p_0054,test,monthly_revenue_change,hard,month,correct_key_fact,0,June 2011,6,8,14,7.8e-05,0.000751,0.004093,0.999853,0.999183,0.000147,0.000817,-0.520643,0.520643,2.31232,4.75,7.9e-05,0.000437,7.8e-05,1e-05,-7.8e-05,-33.229167,-32.708524
ann_full100_draft_q_0054_003,q_0054,p_0054,test,monthly_revenue_change,hard,comparison_direction,correct_key_fact,0,decreased,1,17,18,0.047409,0.269832,0.269832,0.93623,0.93623,0.06377,0.06377,0.752768,-0.752768,0.752768,0.752768,0.047409,0.047409,0.046302,0.028835,-0.047409,-25.75,-26.502768
ann_full100_draft_q_0054_004,q_0054,p_0054,test,monthly_revenue_change,hard,currency_amount,hallucinated_key_fact,1,"GBP 3,121.37",10,20,30,0.357541,0.897588,1.701759,0.568663,0.164878,0.431337,0.835122,0.395514,-0.395514,1.578641,4.380194,0.357545,0.869806,0.278704,0.126071,-0.357541,-21.875,-22.270514
ann_full100_draft_q_0054_005,q_0054,p_0054,test,monthly_revenue_change,hard,percentage,correct_key_fact,0,-4.14%,6,34,40,0.669988,0.997715,2.389055,0.584659,0.030293,0.415341,0.969707,1.243914,-1.243914,3.187435,8.378345,0.669999,2.363161,0.328676,0.242012,-0.669988,-22.5,-23.743914
ann_full100_draft_q_0054_006,q_0054,p_0054,test,monthly_revenue_change,hard,currency_amount,hallucinated_key_fact,1,"-GBP 3,121.37",11,48,59,0.174467,0.210522,1.329726,0.876305,0.319778,0.123695,0.680222,0.229262,-0.229262,2.341511,6.128096,0.174469,1.475813,0.074075,0.024456,-0.174467,-26.829545,-27.058808
ann_full100_draft_q_0054_007,q_0054,p_0054,test,monthly_revenue_change,hard,percentage,correct_key_fact,0,-4.14%,6,66,72,0.023949,0.096958,0.388045,0.958294,0.781052,0.041706,0.218948,0.251566,-0.251566,1.876864,4.755075,0.02395,0.119925,0.022767,0.003829,-0.023949,-27.020833,-27.272399
ann_full100_draft_q_0068_001,q_0068,p_0068,dev,top3_products_month,medium,month,correct_key_fact,0,August 2011,6,1,7,1.8e-05,0.000226,0.001317,0.999977,0.999868,2.3e-05,0.000132,-0.249528,0.249528,4.332862,8.247169,1.7e-05,0.000105,1.8e-05,1.3e-05,-1.8e-05,-35.583333,-35.333805
ann_full100_draft_q_0068_002,q_0068,p_0068,dev,top3_products_month,medium,ranking,hallucinated_key_fact,1,1.,2,19,21,0.110309,0.286937,0.56916,0.811223,0.623383,0.188777,0.376617,-2.075868,2.075868,3.201373,5.277241,0.11031,0.220114,0.099038,0.0093,-0.110309,-27.4375,-25.361632
ann_full100_draft_q_0068_003,q_0068,p_0068,dev,top3_products_month,medium,product_name,hallucinated_key_fact,1,JUMBO BAG PINK POLKADOT,11,22,33,0.057005,0.15635,1.361893,0.929824,0.335154,0.070176,0.664846,0.266822,-0.266822,5.187811,11.427509,0.057007,0.553844,0.045084,0.019991,-0.057005,-29.465909,-29.732731
ann_full100_draft_q_0068_004,q_0068,p_0068,dev,top3_products_month,medium,currency_amount,hallucinated_key_fact,1,"GBP 4,728.73",10,44,54,0.111947,0.178246,1.009561,0.847935,0,0.152065,1,0.028061,-0.028061,2.248811,7.297628,0.111947,0.693762,0.085022,0.01798,-0.111947,-28.575,-28.603061
ann_full100_draft_q_0068_005,q_0068,p_0068,dev,top3_products_month,medium,ranking,hallucinated_key_fact,1,2.,2,56,58,3e-06,5e-05,9.2e-05,0.999995,0.99999,5.00000000003e-06,9.99999999995e-06,-2.124988,2.124988,2.124988,2.5,3e-06,6e-06,3e-06,1e-06,-3e-06,-30.25,-28.125012
ann_full100_draft_q_0068_006,q_0068,p_0068,dev,top3_products_month,medium,product_name,hallucinated_key_fact,1,JUMBO BAG RED RETROSPOT,10,59,69,0.129909,0.17062,1.292083,0.889879,0.141707,0.110121,0.858293,0.775785,-0.775785,3.849269,9.000116,0.129911,1.166529,0.067105,0.024088,-0.129909,-29.75,-30.525785
ann_full100_draft_q_0068_007,q_0068,p_0068,dev,top3_products_month,medium,currency_amount,hallucinated_key_fact,1,"GBP 10,441.77",11,80,91,5.2e-05,0.000526,0.003192,0.999903,0.999316,9.7e-05,0.000684,-0.409042,0.409042,1.931791,6.749989,5.1e-05,0.000349,5.2e-05,6e-06,-5.2e-05,-32.227273,-31.818231
ann_full100_draft_q_0068_008,q_0068,p_0068,dev,top3_products_month,medium,ranking,hallucinated_key_fact,1,3.,2,93,95,2e-06,3.7e-05,5.5e-05,0.999997,0.999995,2.99999999998e-06,5.00000000003e-06,-1.999991,1.999991,2.000009,4,2e-06,4e-06,2e-06,1e-06,-2e-06,-30,-28.000009
ann_full100_draft_q_0068_009,q_0068,p_0068,dev,top3_products_month,medium,product_name,hallucinated_key_fact,1,SPOTTY BUNTING,6,96,102,0.018692,0.083066,0.466101,0.969257,0.8243,0.030743,0.1757,0.938302,-0.938302,1.936852,5.500055,0.018692,0.107576,0.017759,0.004776,-0.018692,-29.270833,-30.209135
ann_full100_draft_q_0068_010,q_0068,p_0068,dev,top3_products_month,medium,currency_amount,hallucinated_key_fact,1,"GBP 7,864.43",10,113,123,5e-06,7.2e-05,0.00022,0.999991,0.999969,9.00000000004e-06,3.1e-05,-0.899922,0.899922,2.574926,7.499252,5e-06,1.9e-05,5e-06,2e-06,-5e-06,-33.4375,-32.537578
ann_full100_draft_q_0082_001,q_0082,p_0082,test,product_revenue_share_month,hard,month,correct_key_fact,0,October 2011,6,4,10,0.01388,0.051265,0.30732,0.974093,0.844585,0.025907,0.155415,-0.061393,0.061393,5.228064,10.618376,0.01388,0.083263,0.013318,0.000728,-0.01388,-32.604167,-32.542774
ann_full100_draft_q_0082_002,q_0082,p_0082,test,product_revenue_share_month,hard,product_name,hallucinated_key_fact,1,JUMBO BAG RED RETROSPOT,10,11,21,0.316486,0.346881,2.646394,0.820333,0.023209,0.179667,0.976791,0.79244,-0.79244,5.33277,11.625696,0.316488,2.246954,0.122198,0.064728,-0.316486,-28.475,-29.26744
ann_full100_draft_q_0082_003,q_0082,p_0082,test,product_revenue_share_month,hard,percentage,hallucinated_key_fact,1,50.55%,6,24,30,1.015888,1.315073,2.227787,0.446322,0.045803,0.553678,0.954197,1.618321,-1.618321,3.253496,6.763968,1.0159,2.828259,0.415494,0.277309,-1.015888,-22.229167,-23.847487
ann_full100_draft_q_0082_004,q_0082,p_0082,test,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,GBP 9409.95,9,36,45,0.096199,0.284054,1.036281,0.85682,0.454459,0.14318,0.545541,0.098739,-0.098739,2.252975,8.112144,0.0962,0.39612,0.083412,0.023644,-0.096199,-27.138889,-27.237628
ann_full100_draft_q_0092_001,q_0092,p_0092,dev,return_impact_month,hard,month,correct_key_fact,0,March 2011,6,1,7,0.000343,0.002724,0.016324,0.999374,0.996246,0.000626,0.003754,0.187501,-0.187501,3.979166,7.874996,0.000343,0.002056,0.000342,5.9e-05,-0.000343,-35.125,-35.312501
ann_full100_draft_q_0092_002,q_0092,p_0092,dev,return_impact_month,hard,currency_amount,hallucinated_key_fact,1,"GBP 342,012.88",12,17,29,0.269498,0.428361,1.251666,0.753356,0.107128,0.246644,0.892872,0.357554,-0.357554,2.111738,4.500257,0.269499,1.313477,0.147153,0.047662,-0.269498,-27.239583,-27.597137
ann_full100_draft_q_0092_003,q_0092,p_0092,dev,return_impact_month,hard,currency_amount,correct_key_fact,0,"GBP 682,013.98",12,37,49,0.02274,0.057026,0.597431,0.960815,0.549207,0.039185,0.450793,-0.077631,0.077631,2.578108,7.828951,0.02274,0.261702,0.020118,0.001052,-0.02274,-28.520833,-28.443203
ann_full100_draft_q_0026_001,q_0026,p_0026,test,top_product_month,medium,month,correct_key_fact,0,September 2011,6,9,15,7e-06,0.000102,0.000547,0.999991,0.999949,9.00000000004e-06,5.1e-05,-0.69901,0.69901,3.32401,8.569061,7e-06,4e-05,7e-06,5e-06,-7e-06,-34.583333,-33.884323
ann_full100_draft_q_0026_002,q_0026,p_0026,test,top_product_month,medium,product_name,hallucinated_key_fact,1,JUMBO BAG RED RETROSPOT,10,18,28,0.066631,0.166694,1.653549,0.932326,0.32506,0.067674,0.67494,0.375747,-0.375747,3.949314,8.500204,0.066633,0.665085,0.0487,0.029726,-0.066631,-29.7875,-30.163247
ann_full100_draft_q_0026_003,q_0026,p_0026,test,top_product_month,medium,product_stock_code,hallucinated_key_fact,1,85099B,6,34,40,0.026937,0.071952,0.423919,0.950285,0.703591,0.049715,0.296409,-0.593436,0.593436,4.260103,6.75,0.026936,0.160671,0.024896,7.8e-05,-0.026937,-33.041667,-32.448231
ann_full100_draft_q_0026_004,q_0026,p_0026,test,top_product_month,medium,currency_amount,hallucinated_key_fact,1,GBP 8630.45,9,51,60,0.100881,0.19516,0.803494,0.841088,0.185322,0.158912,0.814678,-0.236503,0.236503,3.153176,8.600185,0.100881,0.523186,0.082855,0.006798,-0.100881,-30.583333,-30.346831
ann_full100_draft_q_0026_005,q_0026,p_0026,test,top_product_month,medium,currency_amount,hallucinated_key_fact,1,GBP 8880.17,9,71,80,0.000435,0.003509,0.023096,0.999218,0.994908,0.000782,0.005092,-0.363695,0.363695,4.780373,10.149254,0.000435,0.002914,0.000435,8.7e-05,-0.000435,-32.097222,-31.733528
ann_full100_draft_q_0026_006,q_0026,p_0026,test,top_product_month,medium,currency_amount,hallucinated_key_fact,1,-249.72,7,89,96,0.03473,0.107256,0.481239,0.937034,0.696718,0.062966,0.303282,-0.732449,0.732449,3.232468,8.074762,0.03473,0.170488,0.0324,0.001834,-0.03473,-29.857143,-29.124694
ann_full100_draft_q_0026_007,q_0026,p_0026,test,top_product_month,medium,currency_amount,hallucinated_key_fact,1,GBP 8630.45,9,104,113,0.015848,0.070452,0.338243,0.970974,0.86793,0.029026,0.13207,-0.042568,0.042568,2.057462,7.450157,0.015848,0.075584,0.015388,0.00175,-0.015848,-29.222222,-29.179654
ann_full100_draft_q_0039_001,q_0039,p_0039,test,country_comparison_month,medium,country,hallucinated_key_fact,1,France,1,0,1,1.508094,0.978986,0.978986,0.38031,0.38031,0.61969,0.61969,-1.483078,1.483078,1.483078,1.483078,1.508095,1.508095,0.398359,0.177027,-1.508094,-26,-24.516922
ann_full100_draft_q_0039_002,q_0039,p_0039,test,country_comparison_month,medium,comparison_direction,hallucinated_key_fact,1,generated more net revenue,4,1,5,0.007042,0.053703,0.126044,0.990131,0.976596,0.009869,0.023404,0.045382,-0.045382,5.335241,10.579718,0.007042,0.016922,0.006996,0.004122,-0.007042,-28.15625,-28.201632
ann_full100_draft_q_0039_003,q_0039,p_0039,test,country_comparison_month,medium,currency_amount,correct_key_fact,0,"25,017.64 GBP",10,6,16,0.02388,0.082932,0.467785,0.95813,0.669021,0.04187,0.330979,0.038101,-0.038101,3.687053,6.625,0.02388,0.18265,0.022256,0.002641,-0.02388,-30.225,-30.263101
ann_full100_draft_q_0039_004,q_0039,p_0039,test,country_comparison_month,medium,currency_amount,correct_key_fact,0,"30,604.27 GBP",10,20,30,1.3e-05,0.000176,0.000885,0.99998,0.999914,2e-05,8.6e-05,-0.427263,0.427263,3.627269,9.147697,1.3e-05,6.5e-05,1.3e-05,7e-06,-1.3e-05,-33.65,-33.222737
ann_full100_draft_q_0039_005,q_0039,p_0039,test,country_comparison_month,medium,currency_amount,hallucinated_key_fact,1,"-8,453.41 GBP",10,38,48,0.13934,0.183459,1.738634,0.905025,0.071381,0.094975,0.928619,0.07832,-0.07832,2.64778,5.368984,0.139341,1.381046,0.068964,0.042952,-0.13934,-27.925,-28.00332
ann_full100_draft_q_0039_006,q_0039,p_0039,test,country_comparison_month,medium,currency_amount,correct_key_fact,0,"5,586.83 GBP",9,56,65,0.091861,0.291525,0.922145,0.860091,0.449151,0.139909,0.550849,0.17195,-0.17195,3.164916,6.951891,0.091863,0.341726,0.080921,0.021932,-0.091861,-24.25,-24.42195
ann_full100_draft_q_0043_001,q_0043,p_0043,dev,country_comparison_month,medium,month,correct_key_fact,0,March 2011,6,1,7,5.4e-05,0.00059,0.003496,0.999922,0.999536,7.8e-05,0.000464,0.229167,-0.229167,3.604166,6.874998,5.4e-05,0.000324,5.4e-05,3.1e-05,-5.4e-05,-35.229167,-35.458334
ann_full100_draft_q_0043_002,q_0043,p_0043,dev,country_comparison_month,medium,country,correct_key_fact,0,Netherlands,1,9,10,0.072637,0.294628,0.294628,0.870489,0.870489,0.129511,0.129511,-0.219431,0.219431,0.219431,0.219431,0.072638,0.072638,0.070062,0.010613,-0.072637,-24.875,-24.655569
ann_full100_draft_q_0043_003,q_0043,p_0043,dev,country_comparison_month,medium,comparison_direction,correct_key_fact,0,generated more net revenue,4,10,14,0.045825,0.1656,0.453703,0.919869,0.728122,0.080131,0.271878,0.088306,-0.088306,5.050561,9.924511,0.045826,0.150814,0.043004,0.005876,-0.045825,-27.84375,-27.932056
ann_full100_draft_q_0043_004,q_0043,p_0043,dev,country_comparison_month,medium,currency_amount,hallucinated_key_fact,1,22416.49 GBP,9,20,29,0.32076,0.481059,1.837683,0.764003,0.11169,0.235997,0.88831,0.299514,-0.299514,2.369875,8.441664,0.320763,1.835943,0.154076,0.072156,-0.32076,-25.777778,-26.077292
ann_full100_draft_q_0043_005,q_0043,p_0043,dev,country_comparison_month,medium,country,correct_key_fact,0,EIRE,2,32,34,0.043381,0.201479,0.252531,0.924074,0.896719,0.075926,0.103281,0.351923,-0.351923,4.426895,4.778818,0.043382,0.057945,0.042352,0.008777,-0.043381,-25.5,-25.851923
ann_full100_draft_q_0058_001,q_0058,p_0058,dev,monthly_revenue_change,hard,month,correct_key_fact,0,September 2011,6,4,10,0.036798,0.114066,0.680794,0.943718,0.66276,0.056282,0.33724,0.81309,-0.81309,2.978684,4.875317,0.036798,0.220457,0.03303,0.009778,-0.036798,-31.041667,-31.854757
ann_full100_draft_q_0058_002,q_0058,p_0058,dev,monthly_revenue_change,hard,currency_amount,correct_key_fact,0,"£1,017,596.68",13,11,24,0.043111,0.101986,1.173179,0.952234,0.440396,0.047766,0.559604,0.139001,-0.139001,3.765121,7.974834,0.043112,0.528606,0.033997,0.020229,-0.043111,-31.663462,-31.802462
ann_full100_draft_q_0058_003,q_0058,p_0058,dev,monthly_revenue_change,hard,month,correct_key_fact,0,October 2011,6,27,33,6.1e-05,0.000666,0.002163,0.999893,0.999636,0.000107,0.000364,-0.947656,0.947656,3.07266,6.1861,6.1e-05,0.000206,6.1e-05,1.5e-05,-6.1e-05,-30.354167,-29.40651
ann_full100_draft_q_0058_004,q_0058,p_0058,dev,monthly_revenue_change,hard,currency_amount,correct_key_fact,0,"£1,069,368.23",13,36,49,7e-06,8.9e-05,0.000823,0.999991,0.999916,9.00000000004e-06,8.4e-05,0.019988,-0.019988,3.364631,8,6e-06,6.3e-05,7e-06,4e-06,-7e-06,-33.634615,-33.654603
ann_full100_draft_q_0058_005,q_0058,p_0058,dev,monthly_revenue_change,hard,currency_amount,correct_key_fact,0,"£51,771.55",10,54,64,0.018328,0.083978,0.470328,0.969349,0.808016,0.030651,0.191984,0.242918,-0.242918,2.345012,5.000113,0.018328,0.115549,0.017549,0.004446,-0.018328,-26.5375,-26.780418
ann_full100_draft_q_0058_006,q_0058,p_0058,dev,monthly_revenue_change,hard,percentage,correct_key_fact,0,5.03%,5,72,77,0.642482,0.978087,2.500725,0.54048,0.064762,0.45952,0.935238,0.609644,-0.609644,3.872919,9.777084,0.642495,2.304321,0.322349,0.185178,-0.642482,-21.7,-22.309644
ann_full100_draft_q_0064_001,q_0064,p_0064,test,top3_products_month,medium,month,correct_key_fact,0,April 2011,6,10,16,1.3e-05,0.000167,0.000906,0.999981,0.999896,1.9e-05,0.000104,-0.838878,0.838878,3.380545,9.158272,1.3e-05,7.2e-05,1.3e-05,8e-06,-1.3e-05,-34,-33.161122
ann_full100_draft_q_0064_002,q_0064,p_0064,test,top3_products_month,medium,ranking,correct_key_fact,0,1.,2,19,21,0.091102,0.26385,0.524372,0.844101,0.688838,0.155899,0.311162,-1.927334,1.927334,2.927675,4.855009,0.091103,0.181864,0.083312,0.010725,-0.091102,-27.125,-25.197666
ann_full100_draft_q_0064_003,q_0064,p_0064,test,top3_products_month,medium,product_name,correct_key_fact,0,REGENCY CAKESTAND 3 TIER,10,22,32,0.007326,0.042929,0.417706,0.990359,0.905666,0.009641,0.094334,0.236365,-0.236365,3.638654,6.875078,0.007327,0.072083,0.007072,0.004504,-0.007326,-30.5375,-30.773865
ann_full100_draft_q_0064_004,q_0064,p_0064,test,top3_products_month,medium,currency_amount,correct_key_fact,0,"GBP 14,280.90",11,43,54,0.076412,0.155575,1.160999,0.898634,0.200899,0.101366,0.799101,-0.02339,0.02339,2.365214,7.675621,0.076412,0.672203,0.058995,0.016624,-0.076412,-29.954545,-29.931155
ann_full100_draft_q_0064_005,q_0064,p_0064,test,top3_products_month,medium,ranking,correct_key_fact,0,2.,2,56,58,4e-06,5.6e-05,0.000106,0.999994,0.999988,5.99999999995e-06,1.2e-05,-1.937489,1.937489,1.937489,2,4e-06,8e-06,4e-06,1e-06,-4e-06,-30.5,-28.562511
ann_full100_draft_q_0064_006,q_0064,p_0064,test,top3_products_month,medium,product_name,correct_key_fact,0,PARTY BUNTING,5,59,64,0.207468,0.189533,0.93747,0.845613,0.230172,0.154387,0.769828,0.650313,-0.650313,2.099693,6.875015,0.207468,1.036179,0.083236,0.012085,-0.207468,-29.25,-29.900313
ann_full100_draft_q_0064_007,q_0064,p_0064,test,top3_products_month,medium,currency_amount,correct_key_fact,0,"GBP 10,323.87",11,75,86,3e-06,4.1e-05,0.000202,0.999995,0.999975,5.00000000003e-06,2.50000000001e-05,-0.443179,0.443179,2.511363,7.124989,3e-06,1.5e-05,3e-06,1e-06,-3e-06,-34.852273,-34.409093
ann_full100_draft_q_0064_008,q_0064,p_0064,test,top3_products_month,medium,ranking,hallucinated_key_fact,1,3.,2,88,90,2e-06,3.6e-05,5.9e-05,0.999997,0.999994,2.99999999998e-06,5.99999999995e-06,-1.749996,1.749996,2.000004,3.75,2e-06,4e-06,2e-06,1e-06,-2e-06,-30.375,-28.625004
ann_full100_draft_q_0064_009,q_0064,p_0064,test,top3_products_month,medium,product_name,hallucinated_key_fact,1,WOODEN UNION JACK BUNTING,8,91,99,0.040009,0.1397,0.973681,0.952021,0.639188,0.047979,0.360812,0.471002,-0.471002,1.716722,4.500055,0.040009,0.302147,0.034819,0.021659,-0.040009,-28.90625,-29.377252
ann_full100_draft_q_0064_010,q_0064,p_0064,test,top3_products_month,medium,currency_amount,hallucinated_key_fact,1,"GBP 4,173.18",10,110,120,4e-06,5.9e-05,0.000143,0.999993,0.999981,6.99999999998e-06,1.9e-05,-0.912454,0.912454,3.187458,9.124577,5e-06,1.1e-05,4e-06,1e-06,-4e-06,-34.0875,-33.175046
ann_full100_draft_q_0076_001,q_0076,p_0076,dev,product_revenue_share_month,hard,month,correct_key_fact,0,April 2011,6,4,10,0.006045,0.028516,0.170913,0.988562,0.931393,0.011438,0.068607,-0.111552,0.111552,5.069887,10.794327,0.006045,0.036259,0.005937,0.000436,-0.006045,-32.583333,-32.471781
ann_full100_draft_q_0076_002,q_0076,p_0076,dev,product_revenue_share_month,hard,product_name,hallucinated_key_fact,1,PAPER BUNTING WHITE LACE,8,11,19,0.120651,0.285157,2.226541,0.907955,0.273433,0.092045,0.726567,0.757417,-0.757417,2.961873,8.250032,0.120653,0.959133,0.077856,0.063667,-0.120651,-27.75,-28.507417
ann_full100_draft_q_0076_003,q_0076,p_0076,dev,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,3512.24 GBP,8,22,30,0.044049,0.174519,0.665882,0.935456,0.640363,0.064544,0.359637,0.238545,-0.238545,3.451123,6.604549,0.04405,0.226431,0.040476,0.016407,-0.044049,-29.046875,-29.28542
ann_full100_draft_q_0076_004,q_0076,p_0076,dev,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,3579.69 GBP,8,39,47,0.128002,0.388945,1.750849,0.85241,0.368511,0.14759,0.631489,0.309562,-0.309562,3.456284,7.997452,0.128006,0.499159,0.103122,0.058654,-0.128002,-27.875,-28.184562
ann_full100_draft_q_0076_005,q_0076,p_0076,dev,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,-67.45 GBP,7,53,60,0.001088,0.009164,0.055704,0.998371,0.990117,0.001629,0.009883,-0.303336,0.303336,3.339103,5.374336,0.001088,0.006746,0.001084,0.00054,-0.001088,-30.25,-29.946664
ann_full100_draft_q_0076_006,q_0076,p_0076,dev,product_revenue_share_month,hard,percentage,hallucinated_key_fact,1,3.29%,5,70,75,1.485435,1.757944,2.33853,0.233228,0.030635,0.766772,0.969365,2.580037,-2.580037,3.53924,6.546324,1.485455,2.351992,0.622574,0.478376,-1.485435,-21.3,-23.880037
ann_full100_draft_q_0044_001,q_0044,p_0044,test,country_comparison_month,medium,month,correct_key_fact,0,April 2011,6,1,7,3.3e-05,0.000398,0.002324,0.999958,0.999758,4.2e-05,0.000242,0.083335,-0.083335,3.624999,7.874996,3.3e-05,0.000196,3.3e-05,2.5e-05,-3.3e-05,-35.375,-35.458335
ann_full100_draft_q_0044_002,q_0044,p_0044,test,country_comparison_month,medium,country,hallucinated_key_fact,1,Netherlands,1,9,10,0.071654,0.262657,0.262657,0.863422,0.863422,0.136578,0.136578,-0.188379,0.188379,0.188379,0.188379,0.071655,0.071655,0.069147,0.001717,-0.071654,-24.625,-24.436621
ann_full100_draft_q_0044_003,q_0044,p_0044,test,country_comparison_month,medium,comparison_direction,hallucinated_key_fact,1,generated more net revenue,4,10,14,0.131485,0.289285,0.818129,0.798425,0.292719,0.201575,0.707281,0.207068,-0.207068,5.212595,10.011053,0.131486,0.462263,0.10799,0.014405,-0.131485,-27.46875,-27.675818
ann_full100_draft_q_0044_004,q_0044,p_0044,test,country_comparison_month,medium,currency_amount,correct_key_fact,0,2976.56 GBP,8,15,23,0.025065,0.096631,0.394612,0.95611,0.733902,0.04389,0.266098,0.106842,-0.106842,2.055605,7.110678,0.025066,0.142906,0.02375,0.003611,-0.025065,-29.25,-29.356842
ann_full100_draft_q_0044_005,q_0044,p_0044,test,country_comparison_month,medium,currency_amount,correct_key_fact,0,7570.50 GBP,8,28,36,6.2e-05,0.000731,0.004828,0.999918,0.999471,8.2e-05,0.000529,-0.515245,0.515245,3.515255,8.997038,6.2e-05,0.00042,6.2e-05,4.2e-05,-6.2e-05,-32.421875,-31.90663
ann_full100_draft_q_0044_006,q_0044,p_0044,test,country_comparison_month,medium,currency_amount,hallucinated_key_fact,1,-4593.94 GBP,9,44,53,0.207519,0.611936,1.86571,0.799811,0.280337,0.200189,0.719663,0.433437,-0.433437,1.737168,4.017836,0.207529,0.813122,0.156382,0.112575,-0.207519,-23.097222,-23.530659
